species	decimalLongitude	decimalLatitude
Pecari tajacu	-85.354721	10.348641
Alouatta palliata	-83.50702	10.106439
Pecari tajacu	-84.005914	10.431083
Saimiri oerstedii	-84.137765	9.208819
Cebus imitator	-83.333955	8.406152
Sciurus variegatoides	-84.069266	10.450369
Bradypus variegatus	-83.503333	10.541667
Diclidurus albus	-84.605075	9.78611
Cebus imitator	-82.816379	9.741859
Procyon lotor	-85.106719	10.4376
Saimiri oerstedii	-83.026988	8.625502
Ateles geoffroyi	-83.572209	10.544507
Sciurus variegatoides	-84.003227999999993	10.431152
Ateles geoffroyi	-85.612773	10.984532
Phyllostomus discolor	-83.113094	8.792768
Dasyprocta punctata	-83.097665	8.590734
Hylonycteris underwoodi	-83.65114	9.890758
Sciurus variegatoides	-85.020152	10.265965
Nasua narica	-83.731622	8.626532
Dasypus novemcinctus	-84.582888	9.781317
Sciurus variegatoides	-85.674347	9.969625
Dasyprocta punctata	-83.880669	9.266799
Alouatta palliata	-84.93135	9.784347
Bradypus variegatus	-82.910789	9.794947
Dasypus novemcinctus	-85.550445	10.266242
Alouatta palliata	-85.042685	10.143371
Lontra longicaudis	-83.514937	10.405477
Odocoileus virginianus	-84.14467	9.388137
Potos flavus	-84.609688	9.756112
Bradypus variegatus	-84.616799	10.38269
Saccopteryx bilineata	-84.137313	10.39768
Bradypus variegatus	-84.144951	9.391601
Alouatta palliata	-84.784007	10.889729
Nasua narica	-84.796011	10.302503
Nasua narica	-85.338167	10.34487
Choloepus hoffmanni	-82.731195	9.643363
Nasua narica	-84.173991	9.976033
Caluromys derbianus	-83.312856	8.516076
Cebus imitator	-84.153717	9.398912
Cebus imitator	-85.338263	10.345495
Choloepus hoffmanni	-84.236615	10.197605
Ateles geoffroyi	-83.37432	8.542383
Ectophylla alba	-84.136146	10.56017
Tamandua mexicana	-83.496309	10.533672
Sciurus variegatoides	-84.081073	9.936377
Alouatta palliata	-84.516066	10.612706
Bradypus variegatus	-84.136988	9.392308
Nasua narica	-83.725608	8.631423
Saimiri oerstedii	-84.135435	9.36002
Nasua narica	-85.404476	10.801525
Nasua narica	-84.770653	10.47715
Tursiops truncatus	-83.750015	9.122139
Procyon lotor	-84.09491	9.982446
Bradypus variegatus	-83.884026	9.268033
Nasua narica	-84.795675	10.302607
Lontra longicaudis	-83.183856	8.72424
Alouatta palliata	-85.803253	10.403286
Odocoileus virginianus	-85.401358	9.858638
Eira barbara	-83.873396	9.294779
Nasua narica	-85.528125	9.88159
Nasua narica	-84.702928	10.421678
Alouatta palliata	-83.1175	8.554787
Dasyprocta punctata	-82.723312	9.641587
Cebus imitator	-83.52582	10.530455
Cebus imitator	-83.503333	10.541667
Sphiggurus mexicanus	-83.753428	9.756792
Nasua narica	-83.363396	10.11594
Megaptera novaeangliae	-83.204998	8.475882
Sciurus variegatoides	-83.881675	9.271523
Choloepus hoffmanni	-84.005181	10.434308
Choloepus hoffmanni	-84.83923	10.327169
Procyon lotor	-82.820451	9.734915
Puma concolor	-83.731705	8.620622
Cebus imitator	-82.845214	9.734785
Uroderma bilobatum	-83.234578	10.168048
Nasua narica	-84.605198	9.780914
Ateles geoffroyi	-83.499407	10.534411
Nasua narica	-84.708672000000007	10.435933
Bradypus variegatus	-84.157601	9.407054
Nasua narica	-85.686147	10.611617
Nasua narica	-85.69267	10.611098
Nasua narica	-84.798789	10.282439
Bradypus variegatus	-82.649363	9.63935
Cebus imitator	-84.221991	9.47415
Lontra longicaudis	-83.481386	9.844163
Nasua narica	-84.810691	10.30522
Rhynchonycteris naso	-84.005806	10.431322
Choloepus hoffmanni	-82.849982	9.739421
Cebus imitator	-82.833431	9.733351
Nasua narica	-83.33845	8.39544
Sciurus variegatoides	-85.848032	10.294013
Pecari tajacu	-84.006279	10.431462
Nasua narica	-85.804124	10.400746
Bradypus variegatus	-84.136969	9.391559
Bradypus variegatus	-84.142997	9.385754
Cebus imitator	-84.144159	9.381891
Alouatta palliata	-83.506787	10.30376
Bradypus variegatus	-83.511839	10.558392
Ateles geoffroyi	-85.782734	10.865934
Saccopteryx leptura	-84.514354	10.362119
Sciurus variegatoides	-83.563891	9.832104
Bradypus variegatus	-84.144011	9.381994
Hylonycteris underwoodi	-84.006936	10.430456
Didelphis marsupialis	-84.376253	9.938606
Nasua narica	-85.805862	10.400367
Leopardus pardalis	-84.520869	9.732353
Saimiri oerstedii	-84.135386	9.553104
Tamandua mexicana	-84.007845	10.424309
Potos flavus	-84.102168	9.389909
Dasypus novemcinctus	-83.563847	9.831551
Sciurus variegatoides	-85.68225	10.612438
Choloepus hoffmanni	-84.003803	10.431169
Pecari tajacu	-83.249421	8.681087
Nasua narica	-84.817215	10.323463
Saimiri oerstedii	-84.07281	9.237515
Ateles geoffroyi	-84.030588	10.507013
Alouatta palliata	-83.760941	9.206931
Cebus imitator	-83.293651	8.379993
Saimiri oerstedii	-84.007614	9.36176
Tamandua mexicana	-83.298525	10.049333
Sciurus variegatoides	-83.757035	9.294594
Cebus imitator	-84.136254	9.221167
Cebus imitator	-85.358687	10.781205
Rhynchonycteris naso	-85.403343	10.340833
Bradypus variegatus	-82.815501	9.719829
Alouatta palliata	-85.845422	10.340605
Choloepus hoffmanni	-84.169796	9.398259
Tapirella bairdii	-83.690593	8.780328
NA	-85.17	3.45
NA	-85.12	3.47
NA	-84.78	3.72
Stenella coeruleoalba	-83.7	7.77
NA	-83.8	7.8
NA	-85.47	8.62
Kogia sima	-85.5	8.63
NA	-86.48	9.33
Kogia sima	-86.6	9.43
Kogia sima	-86.3	9.18
Kogia sima	-86.32	9.2
Kogia sima	-86.32	9.2
NA	-86.38	9.25
NA	-86	9.02
Kogia sima	-86.03	9.08
Kogia sima	-86.12	9.17
Kogia sima	-86.27	9.17
Kogia sima	-85.82	8.9
Kogia sima	-85.83	8.92
Ziphius cavirostris	-85.92	8.98
Kogia sima	-85.75	8.82
Delphinus delphis	-85.78	8.85
Kogia sima	-85.8	8.88
Balaenoptera musculus	-85.8	8.9
NA	-85.53	8.67
NA	-85.58	8.7
NA	-85.58	8.7
Orcinus orca	-89.35	4.75
NA	-89.47	4.63
Stenella longirostris	-89.62	4.35
Stenella attenuata	-89.62	4.35
Globicephala macrorhynchus	-88.05	6.5
Balaenoptera musculus	-88.07	6.48
NA	-88.2	6.23
Orcinus orca	-88.22	6.2
Globicephala macrorhynchus	-87.9	6.75
Physeter macrocephalus	-87.97	6.63
Tursiops truncatus	-88	6.88
Globicephala macrorhynchus	-87.87	7.23
NA	-87.92	7.05
Globicephala macrorhynchus	-87.92	7.03
Globicephala macrorhynchus	-88	6.88
Stenella coeruleoalba	-86.65	9.37
NA	-86.68	9.35
Kogia sima	-86.72	9.3
Delphinus delphis	-86.73	9.23
Kogia sima	-86.63	9.4
NA	-89.87	4.02
Dasypus novemcinctus	-85.354156	10.732128
Alouatta palliata	-83.658966	9.077388
Cebus capucinus	-82.830734	9.733421
Cebus capucinus	-82.836639	9.735363
Pecari tajacu	-84.58786	9.745275
Rhynchonycteris naso	-83.505875	10.547559
Cebus capucinus	-84.141541	9.383694
Saimiri oerstedii	-83.430862	10.274384
Sciurus variegatoides	-84.050476	9.937148
Procyon lotor	-82.824028	9.729752
Saimiri oerstedii	-83.589821	8.480183
Ateles geoffroyi	-85.354156	10.732128
Alouatta palliata	-84.752655	10.95063
Pecari tajacu	-84.020523	10.422398
NA	-83.727722	8.634712
Rhynchonycteris naso	-84.733086	11.034043
Dasyprocta punctata	-84.58065	9.780654
Cebus capucinus	-83.529753	10.588565
Alouatta palliata	-82.8359	9.7351
Bradypus variegatus	-85.08223	10.727611
Procyon cancrivorus	-84.635567	9.795056
Nasua narica	-84.747803	10.466207
Choloepus hoffmanni	-83.531184	10.585792
Cebus capucinus	-82.8158	9.747633
Nasua narica	-84.710258	10.43713
Alouatta palliata	-83.511828	10.528655
Pecari tajacu	-84.019833	10.422988
Rhynchonycteris naso	-84.715992	11.001285
Sciurus granatensis	-84.3168	10.204412
Dasypus novemcinctus	-84.810014	10.313306
Dasypus novemcinctus	-84.7985	10.3416
Dasyprocta punctata	-84.812004	10.307046
Sciurus granatensis	-83.803139	9.547611
Dasyprocta punctata	-84.7998	10.305313
Nasua narica	-84.795599	10.302625
Cebus capucinus	-83.865717	9.249021
Pecari tajacu	-84.006285	10.431137
Dasyprocta punctata	-84.613106	9.756835
Cebus capucinus	-84.142592	9.38413
Bradypus variegatus	-84.006375	10.430564
Cebus capucinus	-84.14649	9.379438
Nasua narica	-85.33857	10.749826
Bradypus variegatus	-82.817449	9.744582
Cebus capucinus	-84.925	9.7874
Sturnira parvidens	-84.42	9.57
NA	-84.23	10.18
Scotinomys teguina	-83.97	9.9
Scotinomys xerampelinus	-83.83	9.9
Artibeus lituratus	-83.52	10.57
Thyroptera tricolor	-83.53	10.6
Carollia castanea	-83.53	10.6
Artibeus glaucus	-83.53	10.6
Reithrodontomys creper	-83.83	9.98
Reithrodontomys sumichrasti	-83.83	9.98
Reithrodontomys sumichrasti	-83.83	9.98
Nephelomys albigularis	-83.87	9.93
Peromyscus mexicanus	-83.8	9.92
Peromyscus mexicanus	-85.3	10.77
Peromyscus mexicanus	-84.82	10.32
Peromyscus mexicanus	-84.23	10.18
Scotinomys teguina	-83.97	9.9
Glossophaga commissarisi	-83.53	10.6
Didelphis marsupialis	-84.82	10.27
Desmodus rotundus	-83.53	10.6
Heteromys nubicolens	-84.82	10.32
Peromyscus nudipes	-83.83	9.98
Peromyscus mexicanus	-85.3	10.77
Peromyscus mexicanus	-84.37	10.25
Myotis keaysi	-82.97	9.08
Delphinus delphis	-84	8.42
Stenella attenuata	-89.5	6.95
Artibeus watsoni	-83.53	10.6
Zygodontomys brevicauda	-83.08	9.08
Odocoileus virginianus	-85.698075	10.961842
Dasyprocta punctata	-82.64581	9.635547
Sciurus granatensis	-82.95988	8.784118
Ototylomys phyllotis	-85.33828	10.34542
Choloepus hoffmanni	-84.049544	9.936519
Cebus imitator	-83.336552	8.403528
Nasua narica	-85.612167	10.849122
Nasua narica	-83.295731	8.406335
Dasyprocta punctata	-84.818429	10.309086
Cebus imitator	-84.142428	9.385777
Ateles geoffroyi	-83.273777	8.452685
Ateles geoffroyi	-83.345455	8.2432
Nasua narica	-85.092885	9.587534
Sciurus granatensis	-84.190913	10.700536
Tapirella bairdii	-83.784237	8.600765
Cebus imitator	-84.207955	9.465338
Rhynchonycteris naso	-83.081017	9.939357
Cebus imitator	-84.811757	10.307138
Nasua narica	-84.763725	10.480195
Alouatta palliata	-82.822638	9.738081
Lontra longicaudis	-83.964592	9.200363
Sciurus granatensis	-83.421345	8.528549
Sciurus variegatoides	-85.633912	11.071278
Cebus imitator	-84.928728	10.282272
Conepatus semistriatus	-83.875795	9.264305
Choloepus hoffmanni	-83.509567	10.534205
Stenella attenuata	-83.661925	8.757047
Cebus imitator	-83.74115	9.15277
Nasua narica	-85.403908	10.798152
Cebus imitator	-83.873481	9.294842
Sciurus variegatoides	-84.808595	10.318753
Nasua narica	-84.808518	10.318853
Dasyprocta punctata	-85.688014	10.968747
Dasyprocta punctata	-84.924733	9.789832
Pecari tajacu	-83.87981	9.266451
Dasyprocta punctata	-84.598197	10.386753
Alouatta palliata	-85.72661	10.543428
Ateles geoffroyi	-83.214791	10.276983
Nasua narica	-84.818803	10.30862
Nasua narica	-84.819405	10.310267
Sciurus variegatoides	-83.980417	9.895917
Sciurus variegatoides	-84.924488	9.785922
Ateles geoffroyi	-83.419182	10.590518
Ateles geoffroyi	-83.417424	8.572626
Odocoileus virginianus	-85.127828	10.452501
Cebus imitator	-83.660674	8.688536
Alouatta palliata	-85.831863	10.228738
Alouatta palliata	-84.121582	10.428779
Ateles geoffroyi	-85.298098	10.704201
Sylvilagus floridanus	-85.337822	10.345258
Nasua narica	-85.346603	10.753438
Nasua narica	-85.66404	10.58919
Sphiggurus mexicanus	-84.122704	10.416048
Bradypus variegatus	-84.658364	10.48672
Alouatta palliata	-84.754236	10.48752
Alouatta palliata	-84.75459	10.46533
Saimiri oerstedii	-83.034335	8.730751
Alouatta palliata	-84.793935	10.886848
Dasyprocta punctata	-84.816053	10.324032
Cebus imitator	-82.980202	9.560052
Sciurus variegatoides	-84.136992	9.392331
Nasua narica	-83.588257	8.465709
Ateles geoffroyi	-83.468836	10.564491
Delphinus delphis	-84	8.42
Delphinus delphis	-84.38	8.78
Stenella attenuata	-86.33	6.08
Stenella attenuata	-84.15	8.67
Zygodontomys brevicauda	-83.08	9.08
Stenella attenuata	-89.5	6.95
Delphinus delphis	-83.98	8.48
Stenella attenuata	-84.72	9
Delphinus delphis	-83.53	7.13
Oryzomys alfaroi	-83.08	9.08
Peponocephala electra	-85	9.75
Stenella attenuata	-84.55	4.45
Zygodontomys brevicauda	-83.08	9.08
Glossophaga commissarisi	-83.53	10.6
Delphinus delphis	-83.85	7.45
Stenella attenuata	-84.15	8.67
Glossophaga commissarisi	-83.53	10.6
Delphinus delphis	-85.5	9.32
Trachops cirrhosus	-83.53	10.6
Oligoryzomys fulvescens	-83.08	9.08
Delphinus delphis	-84	8.42
Sylvilagus dicei	-83	9
Stenella attenuata	-85.23	8.57
Zygodontomys brevicauda	-83.08	9.08
Rhynchonycteris naso	-83.55	10.63
Delphinus delphis	-84	8.42
Zygodontomys brevicauda	-83.08	9.08
Mesoplodon peruvianus	-86.18	8.5
Delphinus delphis	-83.9	7.57
Stenella attenuata	-84.28	8.62
Scotinomys teguina	-83.08	9.08
Delphinus delphis	-84	8.42
Delphinus delphis	-83.55	8.12
Delphinus delphis	-84.78	9.3
Artibeus watsoni	-83.53	10.6
Choloepus hoffmanni	-84.02203	10.423268
Dasyprocta punctata	-84.147164	9.379872
Nasua narica	-83.564006	9.832042
Nasua narica	-82.959845	8.785754
Alouatta palliata	-84.0694	10.450781
Cebus imitator	-84.163994	9.431783
Cebus imitator	-84.616943	9.594492
Puma yagouaroundi	-85.793983	10.123555
Bradypus variegatus	-83.284973	8.400256
Bradypus variegatus	-83.536319	8.810682
Melanomys caliginosus	-83.563891	9.832104
Choloepus hoffmanni	-82.83392	9.734329
Choloepus hoffmanni	-83.881811	9.271656
Nasua narica	-84.136047	9.389452
Pecari tajacu	-85.337949	10.345312
Nasua narica	-84.82551	10.274968
Ateles geoffroyi	-83.397475	8.500086
Choloepus hoffmanni	-82.713831	9.630901
Ectophylla alba	-84.150667	10.596734
Nasua narica	-84.834935	10.32317
Nasua narica	-84.586433	9.820513
Tamandua mexicana	-84.971136	10.457915
Tapirella bairdii	-83.375499	8.50896
Bradypus variegatus	-83.810974	9.224141
Procyon lotor	-82.843739	9.742906
Cebus imitator	-84.144189	9.389045
Alouatta palliata	-84.163884	9.401241
Lonchophylla robusta	-82.85262	9.625732
Didelphis marsupialis	-84.79602	10.304142
Alouatta palliata	-84.002171	10.434282
Cebus imitator	-85.060898	9.986482
Odocoileus virginianus	-84.144119	9.386417
Procyon lotor	-82.849981	9.739412
Nasua narica	-85.040397	10.713597
Odocoileus virginianus	-85.599098	10.891113
Procyon lotor	-84.138883	9.38848
Saccopteryx bilineata	-84.605597	9.776367
Sciurus variegatoides	-84.137255	9.923041
Nasua narica	-85.336352	10.831529
Alouatta palliata	-85.643838	9.970528
Sciurus variegatoides	-84.078622	9.981508
Bradypus variegatus	-83.889914	9.281042
Nasua narica	-83.278017	8.622833
Alouatta palliata	-83.753428	9.748917
Alouatta palliata	-85.408433	10.369695
Alouatta palliata	-83.508372	10.544008
Procyon lotor	-84.142541	9.382031
Ateles geoffroyi	-83.236745	8.257286
Alouatta palliata	-85.700139	10.550965
Alouatta palliata	-83.313999	8.506486
Cebus imitator	-83.9998	10.4611
Cebus imitator	-85.6167	10.835692
Sciurus variegatoides	-83.699722	9.461782
Dasyprocta punctata	-84.633451	10.484258
Alouatta palliata	-83.520925	10.571754
Ateles geoffroyi	-84.788742	10.933525
Tapirella bairdii	-83.544213	8.59245
Ateles geoffroyi	-83.653552	10.711722
Procyon lotor	-84.677741	9.679948
Odocoileus virginianus	-84.895005	9.772852
Tapirella bairdii	-85.154742	10.766723
Alouatta palliata	-85.475753	9.857463
Alouatta palliata	-84.807791	10.341495
Cebus imitator	-84.144531	9.390017
Sciurus granatensis	-84.231853	10.18957
Rhynchonycteris naso	-83.531582	10.586929
Ateles geoffroyi	-85.035381	10.34973
Rhynchonycteris naso	-84.787466	10.89486
Didelphis marsupialis	-83.733226	10.206054
Nasua narica	-84.979125	10.7085
Nasua narica	-84.17029	9.398231
Nasua narica	-85.34497	10.345146
Cebus imitator	-82.81588	9.748883
Procyon lotor	-84.924807	9.787585
Dasyprocta punctata	-84.605287	9.776678
Nasua narica	-84.710465	10.437433
Cebus imitator	-84.238267	9.524387
Dasyprocta punctata	-84.145622	9.389772
Saimiri oerstedii	-84.008675	9.27094
Alouatta palliata	-85.701904	9.996458
Sciurus variegatoides	-85.66323	9.935713
Choloepus hoffmanni	-82.686634	9.643192
Dasyprocta punctata	-85.227209	9.959333
Dasyprocta punctata	-84.170669	9.396628
Choloepus hoffmanni	-83.444992	8.60538
Urocyon cinereoargenteus	-84.074439	10.044361
Cebus imitator	-84.167842	9.430256
Cebus imitator	-84.811648	10.307006
Tamandua mexicana	-83.731911	8.640613
Lontra longicaudis	-83.404483	10.404532
Tamandua mexicana	-83.503131	8.448813
Choloepus hoffmanni	-83.865471	9.252641
Nasua narica	-83.845092	9.978053
Potos flavus	-83.501236	10.536258
Ateles geoffroyi	-84.308958	10.669989
Pecari tajacu	-84.005049	10.428457
Sylvilagus floridanus	-85.337783	10.345255
Dasyprocta punctata	-84.753509	10.491027
Didelphis marsupialis	-82.850748	9.741891
Urocyon cinereoargenteus	-85.839776	10.37094
Sphiggurus mexicanus	-84.838119	10.32935
Nasua narica	-84.79588	10.302435
Cebus imitator	-85.411939	10.366081
Ateles geoffroyi	-83.477258	8.478907
Odocoileus virginianus	-84.146965	9.37952
Sciurus variegatoides	-85.380303	10.751643
Nasua narica	-85.665854	9.965486
Sigmodon hirsutus	-85.669511	10.784725
Nasua narica	-85.33853	10.345412
Alouatta palliata	-85.093492	9.590875
Tamandua mexicana	-83.197484	8.682038
Tapirella bairdii	-83.564643	8.44179
Cebus imitator	-83.731123	8.626744
Saimiri oerstedii	-84.001753	9.555704
Saccopteryx bilineata	-83.407724	8.445951
Rhynchonycteris naso	-83.807466	9.550519
Alouatta palliata	-84.808511	10.279894
Mazama temama	-84.146987	9.394848
Dasyprocta punctata	-84.140713	9.388858
Cebus imitator	-83.793725	9.204055
Rhynchonycteris naso	-83.579351	8.800993
Saimiri oerstedii	-83.372564	8.403481
Alouatta palliata	-84.669469	9.991019
Ectophylla alba	-84.126234	10.421696
Tamandua mexicana	-83.495597	10.52853
Rhynchonycteris naso	-84.006971	10.430623
Cebus imitator	-84.177613	9.453597
Alouatta palliata	-84.006279	10.431462
Nasua narica	-85.040498	10.138465
Ateles geoffroyi	-83.512669	8.550551
Sciurus variegatoides	-84.069178	10.450503
Rhynchonycteris naso	-85.398933	10.384697
Dasyprocta punctata	-82.872939	9.739665
Tapirella bairdii	-85.737711	10.960299
Nasua narica	-83.594456	8.494408
Alouatta palliata	-84.135989	9.391853
Pecari tajacu	-84.011816	10.429852
Alouatta palliata	-85.758537	10.528727
Cebus imitator	-85.334646	10.347737
Choloepus hoffmanni	-83.509668	10.544641
Cebus imitator	-83.443951	8.44033
Diclidurus albus	-84.604554	9.780334
Lonchophylla concava	-82.9760256	8.6869406
Glossophaga leachii	-85.71667	10.55
Sturnira parvidens	-84.9664157	10.3677774
Carollia subrufa	-83.49618	8.68721
Phyllostomus hastatus	-82.96667	8.81525
NA	-85.2	10.33333
Artibeus jamaicensis	-83.49618	8.68721
Carollia perspicillata	-83.49618	8.68721
Artibeus watsoni	-83.49618	8.68721
Glossophaga leachii	-85.71667	10.55
Vampyrodes major	-83.49618	8.68721
Phyllostomus discolor	-84.9664157	10.3677774
Phyllostomus discolor	-84.9664157	10.3677774
Phyllostomus discolor	-84.9664157	10.3677774
Artibeus jamaicensis	-83.49618	8.68721
Artibeus jamaicensis	-85.1330798	10.4677718
Artibeus jamaicensis	-85.1330798	10.4677718
Mazama americana	-83.50918	8.67428
Rhogeessa parvula	-85.2	10.33333
Carollia perspicillata	-83.51258	8.69745
Molossus rufus	-83.51258	8.69745
Thyroptera tricolor	-83.4870175	8.6986489
Carollia castanea	-83.9997233	10.434436
Mazama americana	-85.31667	10.53333
NA	-85.2	10.33333
Artibeus watsoni	-84	10.43333
NA	-84.10377	10.04612
Scotinomys teguina	-84.6997393	10.3011115
Ototylomys phyllotis	-85.61933	10.83567
Glossophaga soricina	-84.133331	9.916667
Pteronotus mesoamericanus	-85.6108728	10.8542744
Saccopteryx bilineata	-85.6123448	10.8332755
Desmodus rotundus	-85.6123448	10.8332755
Desmodus rotundus	-85.6123448	10.8332755
Carollia castanea	-83.512633	8.701433
Carollia castanea	-83.512633	8.701433
Artibeus jamaicensis	-83.512633	8.701433
Myotis nigricans	-83.512633	8.701433
Artibeus watsoni	-83.49618	8.68721
Carollia subrufa	-83.49618	8.68721
Sturnira parvidens	-84.9664157	10.3677774
Sturnira parvidens	-84.9664157	10.3677774
Phyllostomus discolor	-84.9664157	10.3677774
Carollia perspicillata	-85.1330798	10.4677718
Uroderma bilobatum	-83.49618	8.68721
Glossophaga leachii	-84.9664157	10.3677774
Artibeus watsoni	-82.9760256	8.6869406
Carollia perspicillata	-85.1330798	10.4677718
Artibeus jamaicensis	-83.49618	8.68721
Artibeus watsoni	-83.49618	8.68721
Mimon bennettii	-84	10.43333
Rhogeessa parvula	-85.2	10.33333
Artibeus watsoni	-83.51258	8.69745
Trachops cirrhosus	-83.51258	8.69745
Didelphis marsupialis	-83.50401	8.67942
Glyphonycteris daviesi	-84	10.43333
Vampyressa pusilla	-84	10.43333
Ectophylla alba	-84	10.43333
Pteronotus parnellii	-83.9997233	10.434436
NA	-83.9997233	10.434436
NA	-85.2	10.33333
Artibeus lituratus	-84.6997393	10.3011115
Scotinomys teguina	-84.6997393	10.3011115
Artibeus jamaicensis	-84.01667	10.46667
Pteronotus mesoamericanus	-85.6125398	10.8359704
Carollia perspicillata	-85.6142619	10.8350814
Carollia perspicillata	-85.6142619	10.8350814
Carollia perspicillata	-83.512633	8.701433
Artibeus jamaicensis	-85.1330798	10.4677718
NA	-85.2	10.33333
Centurio senex	-84.6997393	10.3011115
Artibeus jamaicensis	-83.49618	8.68721
Glossophaga commissarisi	-83.49618	8.68721
Carollia perspicillata	-83.49618	8.68721
Carollia perspicillata	-83.49618	8.68721
Uroderma bilobatum	-83.49618	8.68721
Glossophaga leachii	-85.71667	10.55
Sturnira parvidens	-84.9664157	10.3677774
Vampyrodes major	-83.49618	8.68721
Phyllostomus discolor	-84.9664157	10.3677774
Phyllostomus discolor	-84.9664157	10.3677774
Artibeus watsoni	-83.49618	8.68721
Carollia subrufa	-83.49618	8.68721
Phyllostomus discolor	-84.9664157	10.3677774
Artibeus jamaicensis	-85.1330798	10.4677718
Artibeus jamaicensis	-83.49618	8.68721
Rhogeessa parvula	-85.2	10.33333
Thyroptera tricolor	-83.4870175	8.6986489
Carollia castanea	-83.9997233	10.434436
Phyllostomus discolor	-85.2	10.33333
NA	-85.2	10.33333
Glossophaga soricina	-85.2	10.41667
Glossophaga soricina	-84.10377	10.04612
Reithrodontomys gracilis	-84.6997393	10.3011115
Reithrodontomys mexicanus	-84.6997393	10.3011115
Melanomys caliginosus	-85.42533	10.98667
Artibeus jamaicensis	-84.01667	10.46667
Pteronotus mesoamericanus	-85.6125398	10.8359704
Desmodus rotundus	-85.6123448	10.8332755
Desmodus rotundus	-85.6123448	10.8332755
Myotis nigricans	-83.512633	8.701433
Caluromys derbianus	-84.9664157	10.3677774
Glossophaga commissarisi	-84.9664157	10.3677774
Carollia castanea	-83.49618	8.68721
Enchisthenes hartii	-83.49618	8.68721
Carollia subrufa	-83.49618	8.68721
Artibeus watsoni	-83.49618	8.68721
Artibeus jamaicensis	-83.49618	8.68721
Carollia subrufa	-83.49618	8.68721
Vampyrodes major	-83.49618	8.68721
Artibeus jamaicensis	-85.1330798	10.4677718
Carollia subrufa	-83.49618	8.68721
Artibeus watsoni	-83.49618	8.68721
Rhogeessa parvula	-85.1330798	10.4677718
Artibeus jamaicensis	-83.49618	8.68721
Artibeus jamaicensis	-85.1330798	10.4677718
Cyclopes dorsalis	-83.4163651	8.3490276
Rhogeessa parvula	-85.2	10.33333
Carollia brevicaudum	-83.51258	8.69745
Trachops cirrhosus	-83.51258	8.69745
Trachops cirrhosus	-83.51258	8.69745
Phyllostomus hastatus	-83.51258	8.69745
Vampyressa pusilla	-83.51258	8.69745
Procyon cancrivorus	-83.51258	8.69745
NA	-83.4997075	8.5512067
Thyroptera tricolor	-83.4870175	8.6986489
Thyroptera tricolor	-83.4870175	8.6986489
Trachops cirrhosus	-84	10.43333
Carollia brevicaudum	-83.9997233	10.434436
Saccopteryx bilineata	-84	10.43333
NA	-85.2	10.33333
Carollia perspicillata	-85.2	10.33333
Glossophaga commissarisi	-84	10.43333
Saccopteryx bilineata	-84	10.43333
Peromyscus nudipes	-84.6997393	10.3011115
Cebus imitator	-84.317231	10.204023
Cebus imitator	-84.061045	9.748917
Nasua narica	-83.753428	9.748917
Alouatta palliata	-83.529975	10.584563
Cebus imitator	-83.509986	10.532877
Spilogale angustifrons	-85.617341	10.842944
Cebus imitator	-82.81505	9.749608
Cebus imitator	-85.373025	10.776869
Dasypus novemcinctus	-84.815757	10.313099
Bradypus variegatus	-82.632214	9.626562
Dasyprocta punctata	-84.822519	10.329552
Alouatta palliata	-83.623955	10.484045
Alouatta palliata	-84.733344	10.424753
Ateles geoffroyi	-83.200733	8.440128
Alouatta palliata	-85.648917	9.982155
Ateles geoffroyi	-84.156418	10.58672
Dasyprocta punctata	-83.753428	9.748917
Bradypus variegatus	-84.470933	10.517313
Alouatta palliata	-85.661488	9.93926
Alouatta palliata	-85.434169	10.362814
Nasua narica	-85.516442	9.889903
Eira barbara	-84.2799	10.232154
Saimiri oerstedii	-84.146578	9.411244
Pecari tajacu	-83.289944	8.387083
Cebus imitator	-85.341845	10.344153
Lontra longicaudis	-83.95927	10.454437
Saimiri oerstedii	-84.014536	9.365917
Dasyprocta punctata	-84.811641	10.307139
Caluromys derbianus	-83.527754	10.593483
Didelphis marsupialis	-84.841519	10.257761
Rhynchonycteris naso	-84.634955	9.792317
Dasyprocta punctata	-84.158044	9.408081
Cebus imitator	-83.636364	8.707193
Nasua narica	-83.324119	8.749804
Tapirella bairdii	-83.469387	8.558981
Dasyprocta punctata	-84.907642	10.217099
Sciurus granatensis	-82.612711	9.60681
Ateles geoffroyi	-83.278982	10.073259
Phyllostomus hastatus	-84.120345	10.413521
Ateles geoffroyi	-84.609751	10.971684
Alouatta palliata	-85.849137	10.286
Dasyprocta punctata	-83.20159	8.701021
Bradypus variegatus	-82.816842	9.72379
Ateles geoffroyi	-84.767534	9.650196
Nasua narica	-84.8051	10.3078
Dasypus novemcinctus	-83.281093	8.389943
Saimiri oerstedii	-84.046026	9.305986
Alouatta palliata	-85.476441	10.620158
Rhynchonycteris naso	-84.77364	10.87158
Nasua narica	-85.34617	10.77919
Choloepus hoffmanni	-82.808877	9.702565
Dasyprocta punctata	-84.708267	10.436647
Cebus imitator	-84.824722	10.308357
Cebus imitator	-84.812111	10.309235
Microsciurus alfari	-84.282385	10.313306
Tamandua mexicana	-83.753428	9.748917
Cebus imitator	-85.342765	10.772703
Nasua narica	-85.352522	10.34748
Sciurus granatensis	-83.799325	9.587897
Ectophylla alba	-84.135832	10.343404
Procyon lotor	-85.544148	10.819091
Cebus imitator	-84.155621	9.408257
Alouatta palliata	-83.753428	9.757167
