species	decimalLongitude	decimalLatitude
Procyon lotor	-85.661587	11.044654
Cebus imitator	-82.600566	9.579674
Saimiri oerstedii	-84.016049	9.336525
Saimiri oerstedii	-84.166341	9.488125
Cebus imitator	-85.647613	10.642813
Nasua narica	-84.787413	10.466183
Choloepus hoffmanni	-82.912715	9.798085
Ateles geoffroyi	-83.553833	10.410736
Cebus imitator	-83.001832	8.89268
Alouatta palliata	-84.006752	10.430697
Alouatta palliata	-84.992655	10.750883
Nasua narica	-84.780607	10.391139
Ateles geoffroyi	-84.674012	10.593979
Sciurus granatensis	-84.161196	10.202865
Nasua narica	-84.723503	10.451137
Tapirella bairdii	-83.546752	8.596504
Alouatta palliata	-85.691267	10.540708
Pecari tajacu	-84.005844	10.431128
Alouatta palliata	-84.155385	9.409262
Ateles geoffroyi	-85.260441	10.283527
Cebus imitator	-84.155385	9.409282
Ateles geoffroyi	-83.772226	10.465365
Cebus imitator	-84.154179	9.398703
Rhynchonycteris naso	-83.448159	8.856994
Dasyprocta punctata	-83.590183	8.471018
Cebus imitator	-84.658862	9.701295
Bradypus variegatus	-82.861795	9.747689
Tamandua mexicana	-83.592603	8.478837
Cebus imitator	-84.819865	10.675131
Alouatta palliata	-83.594707	8.478664
Uroderma convexum	-82.838992	9.736527
Cebus imitator	-84.215203	10.018164
Pseudorca crassidens	-84.260003	9.527233
Choloepus hoffmanni	-83.435883	8.638181
Natalus mexicanus	-85.330193	10.353963
Cebus imitator	-83.731455	8.998762
Nasua narica	-84.709571	10.436589
Alouatta palliata	-85.130192	10.452711
Nasua narica	-84.81179	10.307113
Cebus imitator	-84.607759	9.756016
Lontra longicaudis	-83.549414	10.452732
Ateles geoffroyi	-84.714056	10.208729
Rhynchonycteris naso	-85.403321	10.34076
Alouatta palliata	-84.126526	10.416633
Alouatta palliata	-85.78663	10.413842
Cebus imitator	-85.334297	10.383413
Ateles geoffroyi	-84.188237	10.409302
Nasua narica	-83.287569	8.373892
Sciurus variegatoides	-84.078644	9.980628
Procyon lotor	-82.838731	9.735984
Bradypus variegatus	-84.651922	10.471295
Tursiops truncatus	-83.152169	8.548162
Bradypus variegatus	-84.635753	10.440398
Dasyprocta punctata	-84.204635	10.680687
Cebus imitator	-85.677438	10.619836
Lontra longicaudis	-83.778762	9.056936
Alouatta palliata	-83.39256	8.55213
Choloepus hoffmanni	-82.693556	9.638449
Cebus imitator	-85.092885	9.587534
Diclidurus albus	-84.605923	9.781125
Alouatta palliata	-83.352197	10.289318
Ateles geoffroyi	-84.771585	10.276225
Ateles geoffroyi	-82.767307	9.676353
Ateles geoffroyi	-83.331578	8.398592
Sciurus variegatoides	-84.807608	10.306464
Sciurus variegatoides	-83.498583	10.534193
Tursiops truncatus	-83.920183	8.66852
Alouatta palliata	-84.624968	9.889805
Ectophylla alba	-84.03336	10.413828
Nasua narica	-85.356445	10.770004
Sciurus variegatoides	-85.648625	9.979733
Ateles geoffroyi	-83.339332	8.542304
Nasua narica	-84.798314	10.341507
Urocyon cinereoargenteus	-84.788309	10.312773
Dasyprocta punctata	-83.336411	8.403553
Bradypus variegatus	-84.108152	10.404185
Nyctomys sumichrasti	-84.02203	10.423268
Nasua narica	-84.798572	10.34219
Felis catus	-84.162274	9.431358
Dasyprocta punctata	-84.006324	10.430539
Alouatta palliata	-84.162039	9.407837
Choloepus hoffmanni	-84.155299	9.403407
Nasua narica	-84.02203	10.423268
Ectophylla alba	-84.096708	10.49955
Cebus imitator	-84.090186	9.311342
Cebus imitator	-83.435588	8.439745
Dasypterus ega	-85.685862	10.943295
Cebus imitator	-84.811648	10.307006
Alouatta palliata	-83.503333	10.541667
Lontra longicaudis	-84.177199	10.526191
Ectophylla alba	-84.102627	10.48467
Bradypus variegatus	-84.650208	10.470072
Alouatta palliata	-83.461811	8.459297
Trachops cirrhosus	-83.337567	8.406062
Dasyprocta punctata	-84.814918	10.311979
Sciurus granatensis	-83.285758	8.40023
Cebus imitator	-83.503675	10.536441
Alouatta palliata	-83.519521	10.53759
Canis latrans	-83.099112	8.593852
Saimiri oerstedii	-84.028521	9.480808
Dasyprocta punctata	-82.96	8.785
Sphiggurus mexicanus	-85.676637	9.965028
Pecari tajacu	-84.006183	10.429959
Bradypus variegatus	-84.950319	10.608652
Choloepus hoffmanni	-84.200005	9.794428
Alouatta palliata	-85.701904	9.996458
Lontra longicaudis	-82.643422	9.742601
NA	-83.953745	10.340897
Alouatta palliata	-83.279136	8.666592
Ateles geoffroyi	-84.193481	10.557975
Alouatta palliata	-84.003533	10.456295
Caluromys derbianus	-85.556708	10.245292
Cebus imitator	-85.330453	10.344775
Cebus imitator	-84.789899	10.306205
Saccopteryx bilineata	-83.512805	10.562308
Myotis nigricans	-84.422519	9.939303
Cebus imitator	-85.227917	9.95853
Dasyprocta punctata	-83.609879	8.517682
Dasyprocta punctata	-84.75767	10.424935
Uroderma bilobatum	-83.509779	8.448727
Odocoileus virginianus	-84.520869	9.732353
Dasyprocta punctata	-84.795127	10.302991
Rhynchonycteris naso	-83.60185	9.055958
Didelphis marsupialis	-83.336738	8.403478
Cebus imitator	-84.145667	9.381206
Choloepus hoffmanni	-84.01817	10.139878
Cebus imitator	-83.712855	8.661029
Cebus imitator	-84.147667	9.392163
Ateles geoffroyi	-83.818433	10.089394
Cebus imitator	-84.811523	10.307173
Sciurus variegatoides	-83.041625	9.034135
Cebus imitator	-83.2272	8.720365
Bradypus variegatus	-84.687222	10.503055
Procyon lotor	-83.533664	8.834829
Felis catus	-83.323864	9.00318
Sphiggurus mexicanus	-84.79626	10.464337
Ateles geoffroyi	-83.382642	8.2468610000000009
Sciurus variegatoides	-84.20204	10.029704
Nasua narica	-84.710212	10.438035
Ateles geoffroyi	-83.598203	10.457395
Nasua narica	-84.136988	9.392308
Nasua narica	-84.810314	10.319206
Bradypus variegatus	-84.651299	10.471433
Dasyprocta punctata	-84.49633	9.801463
Sphiggurus mexicanus	-84.158926	9.408119
Dasyprocta punctata	-84.82551	10.274968
Nasua narica	-84.317231	10.204023
Saimiri oerstedii	-83.484721	8.416914
Nasua narica	-83.283104	8.398809
Nasua narica	-84.795691	10.30264
Sciurus granatensis	-84.230556000000007	10.197778
Nasua narica	-84.811585	10.316782
Alouatta palliata	-85.202061	10.332947
Sciurus variegatoides	-84.966923	10.52422
Alouatta palliata	-85.431945	10.678819
Sciurus granatensis	-83.850901	9.644016
Choloepus hoffmanni	-82.641563	9.629184
Bradypus variegatus	-84.651993	10.471674
Dasypus novemcinctus	-84.914276	10.702537
Cebus imitator	-83.693504	8.693287
Cebus imitator	-84.010477	10.429633
Alouatta palliata	-84.121	10.416
Bradypus variegatus	-84.352425	10.376098
Choloepus hoffmanni	-82.692154	9.636571
Sciurus variegatoides	-84.819396	10.3114
Cebus imitator	-82.780426	9.633161
Sphiggurus mexicanus	-84.004923	10.431304
Choloepus hoffmanni	-83.977251	10.368324
Nasua narica	-84.823768	10.271595
Cebus imitator	-85.398244	10.385856
Ateles geoffroyi	-84.25815	10.611606
Diclidurus albus	-85.122003	9.961335
Cebus imitator	-83.244946	8.366694
Sciurus variegatoides	-84.151793	10.045507
Dasyprocta punctata	-84.158722	9.403281
Sciurus variegatoides	-84.618181	10.423945
Saimiri oerstedii	-84.114021	9.566938
Alouatta palliata	-85.14634	9.935805
Ateles geoffroyi	-83.755245	8.74929
Nasua narica	-84.809437	10.322352
Nasua narica	-84.773806	10.468689
Cebus imitator	-84.534492	9.522163
Dasyprocta punctata	-82.960905	8.813298
Bradypus variegatus	-84.690326	10.354781
Sciurus granatensis	-82.838536	9.736027
Alouatta palliata	-85.654572	9.97613
Bradypus variegatus	-84.148312	9.390196
Nasua narica	-84.720755	10.437812
Saimiri oerstedii	-84.049089	9.492072
Sylvilagus gabbi	-84.010801	10.429252
Sciurus variegatoides	-84.215493	10.023402
Choloepus hoffmanni	-84.004273	10.431279
Urocyon cinereoargenteus	-85.596245	10.71462
Saimiri oerstedii	-83.452822	8.48599
Nasua narica	-83.516912	8.455942
Tapirella bairdii	-83.461136	8.485725
Nasua narica	-83.285553	8.386996
Odocoileus virginianus	-84.929073	9.786508
Procyon lotor	-84.162702	9.407484
Ectophylla alba	-83.891579	10.310338
Cebus imitator	-84.138237	9.402069
Choloepus hoffmanni	-83.503333	10.541667
Uroderma bilobatum	-84.612023	9.757048
Bradypus variegatus	-83.191205	9.924818
Nasua narica	-84.684685	10.514375
Nasua narica	-84.811673	10.313035
Nasua narica	-84.71023	10.437105
Nasua narica	-83.590012	8.4759
Alouatta palliata	-85.297093	10.523773
Cebus imitator	-83.690537	8.692449
Sciurus granatensis	-82.76541	9.649623
Saimiri oerstedii	-83.466539	8.860307
Dasyprocta punctata	-82.959572	8.785672
Dasyprocta punctata	-85.380336	10.751998
Saimiri oerstedii	-83.461636	8.507283
Odocoileus virginianus	-84.142996	9.385872
Saimiri oerstedii	-84.160616	9.258322
Pteronotus personatus	-85.618271	10.839353
Saccopteryx bilineata	-85.353968	10.348332
Alouatta palliata	-83.760932	9.206917
Alouatta palliata	-84.155715	9.403784
Alouatta palliata	-82.749322	9.658872
Nasua narica	-83.730599	8.628739
Rhynchonycteris naso	-83.323727	10.317137
Choloepus hoffmanni	-82.796874	9.639084
Bradypus variegatus	-85.057075	10.728595
Bradypus variegatus	-85.057102	10.72853
Nasua narica	-84.642681	10.467834
Sciurus granatensis	-83.810538	9.547505
Dasyprocta punctata	-84.934258	9.78368
Bradypus variegatus	-84.510027	10.36583
Nasua narica	-84.71303	10.423842
Capra hircus	-84.645452	10.459499
Cebus imitator	-83.812988	9.263226
Melanomys caliginosus	-83.401471	8.520629
Pecari tajacu	-85.350505	10.347995
Dasyprocta punctata	-84.811653	10.31267
Procyon lotor	-84.144373	9.384456
Leopardus pardalis	-83.731718	8.640454
Nasua narica	-84.925549	9.786301
Nasua narica	-83.59127	8.469428
Cebus imitator	-83.994536	10.023378
Alouatta palliata	-85.840366	10.328430000000001
Cebus imitator	-84.154183	9.40452
Sphiggurus mexicanus	-83.518048	10.574638
Bradypus variegatus	-84.610122	10.391356
Choloepus hoffmanni	-84.835659	10.318565
Cebus imitator	-84.007691	10.42836
Nasua narica	-84.808288	10.325092
Bradypus variegatus	-83.285253	8.40016
Rhynchonycteris naso	-85.40602	10.359153
Alouatta palliata	-82.836614	9.735153
Alouatta palliata	-85.612587	10.834961
Caluromys derbianus	-82.961299	8.811885
Odocoileus virginianus	-84.144478	9.38687
Pecari tajacu	-83.597664	8.481667
Cebus imitator	-83.510986	10.531154
Nasua narica	-83.556101	8.478836
Bassaricyon gabbii	-84.821596	10.310831
Alouatta palliata	-85.848092	10.29378
Sciurus variegatoides	-85.475385	10.372778
Alouatta palliata	-85.529036	9.882022
Nasua narica	-84.737648	10.461154
Cebus imitator	-83.476022	8.689577
Nasua narica	-83.753428	9.748917
Cebus imitator	-82.835902	9.73501
Cebus imitator	-84.599484	9.795983
Dasyprocta punctata	-83.290924	8.726901
Alouatta palliata	-84.120986	10.416628
Vampyrodes major	-83.347533	8.40433
Bradypus variegatus	-83.653663	9.894359
Leopardus pardalis	-83.34314	8.622821
Cebus imitator	-84.199714	9.465128
Caluromys derbianus	-83.475891	10.020271
Sciurus granatensis	-82.838711	9.736152
Didelphis marsupialis	-84.482477	10.087042
Ateles geoffroyi	-84.018557	10.454136
Odocoileus virginianus	-85.127744	10.453
Saimiri oerstedii	-83.273295	8.55781
Alouatta palliata	-84.143095	9.382171
Cebus imitator	-82.816845	9.746435
Choloepus hoffmanni	-82.840899	9.740688
Alouatta palliata	-85.372081	10.175103
Cebus imitator	-85.009057	10.71408
Nasua narica	-85.754649	10.52832
Dasyprocta punctata	-83.636008	9.073603
Ateles geoffroyi	-83.455422	10.386121
Nasua narica	-83.770452	9.188108
Choloepus hoffmanni	-84.1436	9.39062
Alouatta palliata	-84.1389	9.389587
Alouatta palliata	-83.729657	9.148662
Cebus imitator	-84.586258	9.79011
Cebus imitator	-84.103312	10.360521
Pecari tajacu	-84.007583	10.431672
Dasyprocta punctata	-83.570964	8.540835
Dasyprocta punctata	-84.139984	9.381455
Nasua narica	-84.810858	10.319794
Tamandua mexicana	-83.341717	8.403393
Cebus imitator	-85.60975	10.833975
Ateles geoffroyi	-83.599739	8.505934
Cebus imitator	-85.334297	10.383413
Sigmodon hirsutus	-84.801827	10.287296
Rhynchonycteris naso	-84.002441	10.451985
Cebus imitator	-84.599019	9.795912
Dasypus novemcinctus	-84.808861	10.318794
Alouatta palliata	-82.812938	9.724065
Nasua narica	-85.169142	9.781215
Alouatta palliata	-85.828063	10.323103
Cebus imitator	-83.737695	9.151528
Nasua narica	-84.163672	10.207213
Saimiri oerstedii	-84.128291	9.251401
Eira barbara	-83.253469	8.657058
Sciurus variegatoides	-84.019386	10.453987
Ateles geoffroyi	-83.509179	10.595335
Tapirella bairdii	-84.168808	10.386654
Alouatta palliata	-85.321247	10.355714
Cebus imitator	-84.670922	9.657436
Cebus imitator	-85.099154	9.58467
Bradypus variegatus	-84.695448	10.493262
Pecari tajacu	-84.006194	10.4307
Dasyprocta punctata	-84.710182	10.43798
Sciurus variegatoides	-84.051754	9.935354
Bradypus variegatus	-85.054553	10.732219
Nasua narica	-84.810692	10.305219
Ateles geoffroyi	-83.517675	8.403193
Cebus imitator	-85.141044	9.60078
Cebus imitator	-84.145089	9.381542
Sciurus granatensis	-83.807006	9.550192
Dasyprocta punctata	-84.81526	10.313526
Caluromys derbianus	-82.773045	9.640692
Marmosa mexicana	-84.119726	10.41477
Alouatta palliata	-83.504011	10.546309
Cebus imitator	-84.671975	10.352831
Nasua narica	-83.508077	8.449892
Ateles geoffroyi	-85.227216	10.366018
Alouatta palliata	-85.661564	9.976817
Ateles geoffroyi	-83.466879	10.553033
Alouatta palliata	-84.604172	9.771959
Cebus imitator	-83.810892	9.22391
Bradypus variegatus	-84.082012	9.927128
Cebus imitator	-83.306983	8.38688
Nasua narica	-84.723561	10.488512
Cebus imitator	-82.8377	9.735723
Ateles geoffroyi	-83.508003	8.499353
Alouatta palliata	-83.787363	10.436903
Tamandua mexicana	-84.759894	10.470422
Alouatta palliata	-84.008038	10.430003
Nasua narica	-83.308175	8.385762
Alouatta palliata	-84.142708	9.384338
Bradypus variegatus	-84.653755	10.470175
Tapirella bairdii	-83.497	8.558776
Saimiri oerstedii	-83.28794	8.242696
Dasyprocta punctata	-83.202485	8.699754
Lontra longicaudis	-84.151897	10.538937
Ateles geoffroyi	-84.677914	11.038151
Dasyprocta punctata	-83.292287	8.377323
Ateles geoffroyi	-84.053492	10.547987
Alouatta palliata	-84.144165	9.386729
Ateles geoffroyi	-83.593509	8.44798
Cebus imitator	-84.669566	9.990959
Bradypus variegatus	-84.65054	10.470633
Cebus imitator	-85.35862	10.35295
Alouatta palliata	-84.142663	9.384415
Choloepus hoffmanni	-84.732075	10.983631
Thyroptera tricolor	-83.476405	8.447736
Alouatta palliata	-84.007276	10.429447
Sciurus variegatoides	-83.563891	9.832104
Saimiri oerstedii	-83.598779	8.56695
Ateles geoffroyi	-83.695116	8.533419
Alouatta palliata	-83.502355	10.542484
Ateles geoffroyi	-83.02503	9.51604
Ateles geoffroyi	-83.02503	9.51604
Pecari tajacu	-83.02503	9.51604
NA	-83.02503	9.51604
Dicotyles torquatus	-83.02503	9.51604
Sigmodon hispidus	-85.1677	10.433
Choloepus hoffmanni	-84	10
Choloepus hoffmanni	-84	10
Melanomys caliginosus	-84.3634	10.10753
Reithrodontomys mexicanus	-84.1399	9.91887
Heteromys desmarestianus	-83.62021	9.91252
Carollia perspicillata	-85.61841	10.86833
Carollia castanea	-85.38917	10.88056
Platyrrhinus helleri	-85.38917	10.88056
Liomys salvini	-85.60543	10.84397
Cebus capucinus	-83.02503	9.51604
Cuniculus paca	-83.02503	9.51604
NA	-84	10
NA	-84	10
NA	-83.02503	9.51604
NA	-83.02503	9.51604
NA	-83.02503	9.51604
Myrmecophaga tridactyla	-83.02503	9.51604
Dasyprocta punctata	-83.02503	9.51604
Phyllostomus hastatus	-83.32555	9.00204
Myotis nigricans	-83.26881	10.02257
Myotis nigricans	-83.50745	10.09849
Reithrodontomys mexicanus	-84.1399	9.91887
Liomys salvini	-84.14306	9.87727
Nyctomys sumichrasti	-84.3634	10.10753
Sigmodon hispidus	-84.24183	9.91636
Sciurus deppei	-85.42581	10.98923
NA	-85.61841	10.86833
Platyrrhinus helleri	-85.61167	10.88139
Carollia castanea	-85.4257	10.98929
Alouatta palliata	-85.61	10.83361
Nasua narica	-84.685783	10.498007
Potos flavus	-82.831905	9.734759
Bradypus variegatus	-84.95539	10.654976
Dasyprocta punctata	-84.02203	10.423268
Bradypus variegatus	-84.145421	9.391127
Nasua narica	-84.756993	10.472739
Bradypus variegatus	-82.815614	9.749673
Alouatta palliata	-84.807108	10.319535
Cebus imitator	-83.714914	8.665358
Alouatta palliata	-84.136988	9.392308
Cebus imitator	-84.143561	9.382122
Cebus imitator	-85.340132	10.776609
Bradypus variegatus	-85.057284	10.720034
Alouatta palliata	-85.040542	10.138621
Dasyprocta punctata	-84.137077	9.392331
Saimiri oerstedii	-84.086002	9.352222
Ateles geoffroyi	-83.450359	8.566851
Ectophylla alba	-83.640608	9.822958
Pecari tajacu	-84.686774	10.498647
Cebus imitator	-83.470755	8.888092
Dasyprocta punctata	-85.343513	10.774819
Puma yagouaroundi	-84.139703	9.389919
Nasua narica	-84.79415	10.302358
Saimiri oerstedii	-83.561162	8.922671
Dasyprocta punctata	-84.807536	10.306428
Dasyprocta punctata	-82.959611	8.785012
Choloepus hoffmanni	-85.674271	10.66136
Odocoileus virginianus	-84.604248	9.772379
Cebus imitator	-84.793437	10.311134
Nasua narica	-84.987487	10.714641
Nasua narica	-84.71026	10.437867
Pecari tajacu	-84.0065	10.430833
Alouatta palliata	-82.819079	9.742279
Alouatta palliata	-85.831222	10.325291
Cebus imitator	-82.954932	8.787271
Didelphis marsupialis	-83.401413	10.366588
Alouatta palliata	-85.223282	9.959587
Choloepus hoffmanni	-83.591472	8.472317
Megaptera novaeangliae	-83.725365	9.084594
Bradypus variegatus	-85.047737	10.715654
Tamandua mexicana	-83.485757	8.450007
Micronycteris microtis	-84.790206	10.363787
Choloepus hoffmanni	-82.8533	9.741261
Nasua narica	-85.687896	10.968685
Nasua narica	-84.795662	10.302157
Tapirella bairdii	-83.72575	8.710647
Saimiri oerstedii	-83.300073	8.504582
Cuniculus paca	-83.272008	8.710681
Cebus imitator	-83.539788	10.623974
Orcinus orca	-85.843003	10.498783
Ateles geoffroyi	-83.389035	8.32348
Ateles geoffroyi	-84.784354	10.421879
Dasyprocta punctata	-82.701408	9.63424
Bradypus variegatus	-84.650722	10.470146
Bradypus variegatus	-82.906603	9.805332
Leopardus pardalis	-83.179177	8.81328
Cebus imitator	-84.14669	9.380401
Conepatus semistriatus	-83.653528	9.895002
Rhynchonycteris naso	-84.001375	10.453995
Cebus imitator	-84.145668	9.383612
Alouatta palliata	-83.51355	10.527836
Alouatta palliata	-85.476473	10.620182
Cebus imitator	-85.0798	9.635983
Cebus imitator	-83.752112	9.78311
Cebus imitator	-84.223612	9.481103
Cebus imitator	-84.134158	9.391159
Centurio senex	-83.505687	8.582092
Uroderma bilobatum	-84.144244	9.386787
Alouatta palliata	-84.691165	10.516855
Cebus imitator	-84.137039	9.388841
Nasua narica	-84.754147	10.471046
Ateles geoffroyi	-83.574721	8.570916
Megaptera novaeangliae	-83.871932	8.659477
Saimiri oerstedii	-83.784543	9.265146
Alouatta palliata	-84.143687	9.386389
Cyclopes dorsalis	-84.008984	10.431815
Cebus imitator	-84.823594	10.311762
Nasua narica	-84.771327	10.634808
Dasyprocta punctata	-84.100335	10.420287
Cebus imitator	-83.88175	9.27157
Alouatta palliata	-83.610103	8.547626
Nasua narica	-84.197647	10.277976
Eira barbara	-83.629559	10.069071
Ateles geoffroyi	-84.041651	10.424215
Alouatta palliata	-84.482558	10.488895
Bradypus variegatus	-84.01147	10.433053
Cebus imitator	-85.344184	10.346031
Didelphis marsupialis	-84.996503	10.604598
Nasua narica	-85.342133	10.357706
Cebus imitator	-84.613231	9.776307
Ateles geoffroyi	-83.563549	8.56042
Ectophylla alba	-83.832269	10.27488
Odocoileus virginianus	-84.142583	9.384382
Nasua narica	-83.708827	8.608616
Ateles geoffroyi	-84.123769	10.455277
Alouatta palliata	-84.236971	10.669614
Cebus imitator	-84.603747	9.791433
Sciurus variegatoides	-84.311762	10.072717
Ateles geoffroyi	-83.1163	9.44477
Physeter macrocephalus	-87.5182	2.88564
Physeter macrocephalus	-90.04501	4.89033
Physeter macrocephalus	-86.28326	5.07507
Megaptera novaeangliae	-86.19533	2.77059
Physeter macrocephalus	-87.2066	3.06943
Physeter macrocephalus	-88.14127	3.26684
Physeter macrocephalus	-87.31445	3.42834
Physeter macrocephalus	-87.85368	3.42834
Physeter macrocephalus	-86.31339	2.23013
Physeter macrocephalus	-85.60173	4.02887
Physeter macrocephalus	-85.98161	4.02985
Physeter macrocephalus	-85.20198	3.86387
Physeter macrocephalus	-86.47738	3.99863
Physeter macrocephalus	-86.55938	2.62338
Physeter macrocephalus	-85.60249	2.55678
Physeter macrocephalus	-88.49545	3.32449
Physeter macrocephalus	-88.11678	2.91093
Physeter macrocephalus	-88.06995	4.21758
Physeter macrocephalus	-84.67774	4.08453
Physeter macrocephalus	-81.99799	10.32635
Physeter macrocephalus	-87.48143	4.70001
